protB	protA	combined_score	GENENAME1	logFC1	P.Value1	adj.P.Val1	Direction1	GENENAME2	logFC2	P.Value2	adj.P.Val2	Direction2
ENSECAP00000009694	ENSECAP00000000315	997	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up
ENSECAP00000009694	ENSECAP00000000436	991	NDUFB5	1.12834335433006	0.0260917480986211	0.274761995603224	up	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up
ENSECAP00000009694	ENSECAP00000003275	999	UQCRFS1	0.973667529200721	0.0314080748368859	0.294466219419341	up	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up
ENSECAP00000009694	ENSECAP00000006049	999	COX5B	1.03327681296915	0.0045558652018539	0.150090448038853	up	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up
ENSECAP00000009694	ENSECAP00000007737	999	UQCRB	0.848953983433489	0.0431678117730788	0.349467745821648	up	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up
ENSECAP00000009694	ENSECAP00000009257	997	COX7A1	1.48006745771393	0.00436685075312011	0.150090448038853	up	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up
ENSECAP00000009694	ENSECAP00000009514	992	NDUFS5	1.03392561424804	0.0169204020711235	0.23497453801172	up	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up
ENSECAP00000010311	ENSECAP00000000315	791	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up
ENSECAP00000010311	ENSECAP00000000436	811	NDUFB5	1.12834335433006	0.0260917480986211	0.274761995603224	up	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up
ENSECAP00000010311	ENSECAP00000003275	968	UQCRFS1	0.973667529200721	0.0314080748368859	0.294466219419341	up	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up
ENSECAP00000010311	ENSECAP00000006049	999	COX5B	1.03327681296915	0.0045558652018539	0.150090448038853	up	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up
ENSECAP00000010311	ENSECAP00000007737	984	UQCRB	0.848953983433489	0.0431678117730788	0.349467745821648	up	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up
ENSECAP00000010311	ENSECAP00000009257	949	COX7A1	1.48006745771393	0.00436685075312011	0.150090448038853	up	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up
ENSECAP00000010311	ENSECAP00000009514	823	NDUFS5	1.03392561424804	0.0169204020711235	0.23497453801172	up	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up
ENSECAP00000010311	ENSECAP00000009694	997	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up
ENSECAP00000010949	ENSECAP00000005241	827	PA2G4	0.472162229718974	0.0160411092763568	0.230924377296164	up	ETF1	-1.9267471737742	0.014721979646347	0.226756725461917	down
ENSECAP00000011211	ENSECAP00000009338	937	NUDT2	-0.403954793511639	0.0475238977787447	0.365915268272545	down	ENPP1	0.629739232379798	0.0234045955728812	0.264011784513247	up
ENSECAP00000011452	ENSECAP00000011238	774	UBE2M	-1.72526695226042	0.0177649663053412	0.240791429007254	down	CAND1	-1.63667095410029	0.000312187585188694	0.0451757605380648	down
ENSECAP00000012212	ENSECAP00000011238	635	UBE2M	-1.72526695226042	0.0177649663053412	0.240791429007254	down	UBE2K	-1.89664708062062	0.0223531147823335	0.264011784513247	down
ENSECAP00000012428	ENSECAP00000011238	861	UBE2M	-1.72526695226042	0.0177649663053412	0.240791429007254	down	UBA1	-0.499791734980647	0.00175039902051896	0.109871635677365	down
ENSECAP00000012428	ENSECAP00000012212	880	UBE2K	-1.89664708062062	0.0223531147823335	0.264011784513247	down	UBA1	-0.499791734980647	0.00175039902051896	0.109871635677365	down
ENSECAP00000012473	ENSECAP00000008593	921	ROCK2	-3.01011301659627	0.00968814437222133	0.191399810098047	down	MAPK3	-1.23442603016549	0.0038669933835255	0.149080857147612	down
ENSECAP00000012495	ENSECAP00000011959	947	NPPB	4.94716891201351	2.82019732245629e-06	0.00668950804886631	up	NPPA	2.4265728815294	0.000711422962911573	0.0703123028344271	up
ENSECAP00000012527	ENSECAP00000000315	999	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up
ENSECAP00000012527	ENSECAP00000000436	999	NDUFB5	1.12834335433006	0.0260917480986211	0.274761995603224	up	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up
ENSECAP00000012527	ENSECAP00000003275	982	UQCRFS1	0.973667529200721	0.0314080748368859	0.294466219419341	up	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up
ENSECAP00000012527	ENSECAP00000006049	988	COX5B	1.03327681296915	0.0045558652018539	0.150090448038853	up	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up
ENSECAP00000012527	ENSECAP00000007737	988	UQCRB	0.848953983433489	0.0431678117730788	0.349467745821648	up	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up
ENSECAP00000012527	ENSECAP00000009257	862	COX7A1	1.48006745771393	0.00436685075312011	0.150090448038853	up	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up
ENSECAP00000012527	ENSECAP00000009514	998	NDUFS5	1.03392561424804	0.0169204020711235	0.23497453801172	up	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up
ENSECAP00000012527	ENSECAP00000009694	899	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up
ENSECAP00000012527	ENSECAP00000010311	731	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up
ENSECAP00000013027	ENSECAP00000006887	704	HSP90AB1	-0.696271858689595	0.0257000115773207	0.2721447654527	down	TOMM70	0.943284269228895	0.0113882131366149	0.206204897404967	up
ENSECAP00000013327	ENSECAP00000005189	630	TKT	0.54202583885451	0.041649171527429	0.344919862743248	up	ACO1	0.327300059427198	0.0413272972903014	0.344919862743248	up
ENSECAP00000013327	ENSECAP00000009823	667	SOD2	-0.50048675405851	0.0491711012983027	0.369094469239158	down	ACO1	0.327300059427198	0.0413272972903014	0.344919862743248	up
ENSECAP00000013327	ENSECAP00000012903	641	RRBP1	2.20459115686489	0.0154646199127877	0.230704895805865	up	ACO1	0.327300059427198	0.0413272972903014	0.344919862743248	up
ENSECAP00000013533	ENSECAP00000007649	790	APOA1	-1.12211122468399	0.004038299159302	0.149080857147612	down	TTR	-1.34928654225245	0.0152437689575125	0.228849493463416	down
ENSECAP00000013844	ENSECAP00000012228	604	KPNB1	-0.923340570139095	0.0202883007829694	0.255525930797409	down	CSE1L	-2.28360006516396	0.0215749023252481	0.261809167597886	down
ENSECAP00000014127	ENSECAP00000011211	856	ENPP1	0.629739232379798	0.0234045955728812	0.264011784513247	up	PHOSPHO1	-1.11782704539311	0.000154726429100456	0.0333646445296621	down
ENSECAP00000014130	ENSECAP00000012228	836	KPNB1	-0.923340570139095	0.0202883007829694	0.255525930797409	down	IPO7	-2.3364036992579	0.0065880446986986	0.169511794369497	down
ENSECAP00000014336	ENSECAP00000011211	900	ENPP1	0.629739232379798	0.0234045955728812	0.264011784513247	up	NNT	0.718749192988025	0.0477342492448422	0.365915268272545	up
ENSECAP00000014356	ENSECAP00000007404	907	MTIF2	-1.43012114155115	0.0375143726376578	0.328354582644001	down	MRPL27	1.27309556507123	0.0281336900225138	0.282337510064381	up
ENSECAP00000014356	ENSECAP00000008051	632	TIMM10	0.732980985311233	0.00832264989088722	0.177849779650311	up	MRPL27	1.27309556507123	0.0281336900225138	0.282337510064381	up
ENSECAP00000014356	ENSECAP00000009823	690	SOD2	-0.50048675405851	0.0491711012983027	0.369094469239158	down	MRPL27	1.27309556507123	0.0281336900225138	0.282337510064381	up
ENSECAP00000014356	ENSECAP00000013327	612	ACO1	0.327300059427198	0.0413272972903014	0.344919862743248	up	MRPL27	1.27309556507123	0.0281336900225138	0.282337510064381	up
ENSECAP00000014454	ENSECAP00000007312	725	LAMB1	0.800287259604751	0.00631761167560567	0.169511794369497	up	NID1	0.591175442599242	0.00343843883871061	0.149080857147612	up
ENSECAP00000014727	ENSECAP00000000315	999	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up
ENSECAP00000014727	ENSECAP00000000436	999	NDUFB5	1.12834335433006	0.0260917480986211	0.274761995603224	up	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up
ENSECAP00000014727	ENSECAP00000003275	999	UQCRFS1	0.973667529200721	0.0314080748368859	0.294466219419341	up	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up
ENSECAP00000014727	ENSECAP00000006049	993	COX5B	1.03327681296915	0.0045558652018539	0.150090448038853	up	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up
ENSECAP00000014727	ENSECAP00000007737	999	UQCRB	0.848953983433489	0.0431678117730788	0.349467745821648	up	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up
ENSECAP00000014727	ENSECAP00000009257	976	COX7A1	1.48006745771393	0.00436685075312011	0.150090448038853	up	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up
ENSECAP00000014727	ENSECAP00000009514	999	NDUFS5	1.03392561424804	0.0169204020711235	0.23497453801172	up	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up
ENSECAP00000014727	ENSECAP00000009694	989	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up
ENSECAP00000014727	ENSECAP00000010311	720	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up
ENSECAP00000014727	ENSECAP00000012527	998	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up
ENSECAP00000014815	ENSECAP00000010542	939	CPT1B	0.641713201232703	0.046743234785704	0.362336447423823	up	ACACB	-2.88458866766069	0.00230636088126631	0.120325846190661	down
ENSECAP00000014815	ENSECAP00000010939	945	PRKAA2	-1.02245021771598	0.00782164430544556	0.173391965350625	down	ACACB	-2.88458866766069	0.00230636088126631	0.120325846190661	down
ENSECAP00000015087	ENSECAP00000010042	680	SPART	-2.19426441755801	0.0141604875321344	0.224191445361508	down	EHD4	-1.10918029248406	0.0100030112956652	0.191399810098047	down
ENSECAP00000015090	ENSECAP00000011211	900	ENPP1	0.629739232379798	0.0234045955728812	0.264011784513247	up	HPRT1	-0.598569131028446	0.00447991518422103	0.150090448038853	down
ENSECAP00000015242	ENSECAP00000000315	999	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015242	ENSECAP00000000436	999	NDUFB5	1.12834335433006	0.0260917480986211	0.274761995603224	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015242	ENSECAP00000003275	996	UQCRFS1	0.973667529200721	0.0314080748368859	0.294466219419341	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015242	ENSECAP00000006049	998	COX5B	1.03327681296915	0.0045558652018539	0.150090448038853	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015242	ENSECAP00000007737	992	UQCRB	0.848953983433489	0.0431678117730788	0.349467745821648	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015242	ENSECAP00000009257	982	COX7A1	1.48006745771393	0.00436685075312011	0.150090448038853	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015242	ENSECAP00000009514	999	NDUFS5	1.03392561424804	0.0169204020711235	0.23497453801172	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015242	ENSECAP00000009694	986	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015242	ENSECAP00000010311	803	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015242	ENSECAP00000012527	999	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015242	ENSECAP00000014670	627	PHB2	0.901880061350434	0.0356234411526122	0.318863405335834	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015242	ENSECAP00000014727	999	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up
ENSECAP00000015499	ENSECAP00000009338	938	NUDT2	-0.403954793511639	0.0475238977787447	0.365915268272545	down	CTPS2	1.31309955372405	0.00110265052946726	0.0871829018632118	up
ENSECAP00000015499	ENSECAP00000011211	906	ENPP1	0.629739232379798	0.0234045955728812	0.264011784513247	up	CTPS2	1.31309955372405	0.00110265052946726	0.0871829018632118	up
ENSECAP00000015863	ENSECAP00000000315	999	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015863	ENSECAP00000000436	999	NDUFB5	1.12834335433006	0.0260917480986211	0.274761995603224	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015863	ENSECAP00000003275	997	UQCRFS1	0.973667529200721	0.0314080748368859	0.294466219419341	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015863	ENSECAP00000006049	982	COX5B	1.03327681296915	0.0045558652018539	0.150090448038853	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015863	ENSECAP00000007737	968	UQCRB	0.848953983433489	0.0431678117730788	0.349467745821648	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015863	ENSECAP00000009257	896	COX7A1	1.48006745771393	0.00436685075312011	0.150090448038853	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015863	ENSECAP00000009514	997	NDUFS5	1.03392561424804	0.0169204020711235	0.23497453801172	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015863	ENSECAP00000009694	972	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015863	ENSECAP00000010311	830	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015863	ENSECAP00000012527	996	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015863	ENSECAP00000014727	999	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015863	ENSECAP00000015242	999	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up
ENSECAP00000015878	ENSECAP00000012204	634	THTPA	-2.19954390729785	0.020683380570448	0.255525930797409	down	SELENBP1	-0.858317918693668	0.000766869628554265	0.0727605903572287	down
ENSECAP00000016105	ENSECAP00000000436	755	NDUFB5	1.12834335433006	0.0260917480986211	0.274761995603224	up	ATP5PB	0.914910803581057	0.0391876957859377	0.3353972745615	up
ENSECAP00000016105	ENSECAP00000003275	914	UQCRFS1	0.973667529200721	0.0314080748368859	0.294466219419341	up	ATP5PB	0.914910803581057	0.0391876957859377	0.3353972745615	up
ENSECAP00000016105	ENSECAP00000006049	637	COX5B	1.03327681296915	0.0045558652018539	0.150090448038853	up	ATP5PB	0.914910803581057	0.0391876957859377	0.3353972745615	up
ENSECAP00000016105	ENSECAP00000007737	788	UQCRB	0.848953983433489	0.0431678117730788	0.349467745821648	up	ATP5PB	0.914910803581057	0.0391876957859377	0.3353972745615	up
ENSECAP00000016105	ENSECAP00000009694	730	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up	ATP5PB	0.914910803581057	0.0391876957859377	0.3353972745615	up
ENSECAP00000016105	ENSECAP00000014727	718	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up	ATP5PB	0.914910803581057	0.0391876957859377	0.3353972745615	up
ENSECAP00000016137	ENSECAP00000007404	847	MTIF2	-1.43012114155115	0.0375143726376578	0.328354582644001	down	MRPL47	2.38880492548813	3.92639255932139e-05	0.0211285264369485	up
ENSECAP00000016137	ENSECAP00000009823	814	SOD2	-0.50048675405851	0.0491711012983027	0.369094469239158	down	MRPL47	2.38880492548813	3.92639255932139e-05	0.0211285264369485	up
ENSECAP00000016137	ENSECAP00000014356	972	MRPL27	1.27309556507123	0.0281336900225138	0.282337510064381	up	MRPL47	2.38880492548813	3.92639255932139e-05	0.0211285264369485	up
ENSECAP00000016583	ENSECAP00000004909	981	RWDD1	-1.52168329951832	0.00869429621982356	0.180902373977382	down	DRG2	-2.30765984099158	0.0190839646792716	0.250879468047554	down
ENSECAP00000016655	ENSECAP00000011211	904	ENPP1	0.629739232379798	0.0234045955728812	0.264011784513247	up	PGM2L1	0.797606435584909	0.011908770574745	0.210803013457427	up
ENSECAP00000016800	ENSECAP00000007312	898	LAMB1	0.800287259604751	0.00631761167560567	0.169511794369497	up	LAMA4	0.877720306884108	6.93284715431085e-05	0.0274078557500422	up
ENSECAP00000016800	ENSECAP00000014454	758	NID1	0.591175442599242	0.00343843883871061	0.149080857147612	up	LAMA4	0.877720306884108	6.93284715431085e-05	0.0274078557500422	up
ENSECAP00000017243	ENSECAP00000006503	602	CRYZ	-0.731096142890518	0.00143199156451965	0.0999725776674315	down	GLO1	-0.58961869068257	0.0229076413089447	0.264011784513247	down
ENSECAP00000017433	ENSECAP00000004256	670	TSG101	-2.72860103992656	0.0014086444165747	0.0999725776674315	down	ANXA11	-0.778174587911778	0.0140779156330534	0.224191445361508	down
ENSECAP00000017556	ENSECAP00000007213	619	FBLN2	0.671505216659176	0.0165182168555218	0.233221490364868	up	FBN1	0.987093100353412	0.000588421992202356	0.0606842158914777	up
ENSECAP00000017787	ENSECAP00000004398	911	COQ5	-0.55177282916153	0.00630838261500818	0.169511794369497	down	COQ8A	-1.3714624404202	0.00018988818480384	0.0334462072876034	down
ENSECAP00000018022	ENSECAP00000000315	999	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000000436	999	NDUFB5	1.12834335433006	0.0260917480986211	0.274761995603224	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000003275	991	UQCRFS1	0.973667529200721	0.0314080748368859	0.294466219419341	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000006049	996	COX5B	1.03327681296915	0.0045558652018539	0.150090448038853	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000007737	991	UQCRB	0.848953983433489	0.0431678117730788	0.349467745821648	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000009257	974	COX7A1	1.48006745771393	0.00436685075312011	0.150090448038853	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000009514	999	NDUFS5	1.03392561424804	0.0169204020711235	0.23497453801172	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000009694	999	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000010311	835	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000012527	999	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000014727	999	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000015242	999	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018022	ENSECAP00000015863	999	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up	NDUFB10	1.03580276059735	0.0226068526494591	0.264011784513247	up
ENSECAP00000018120	ENSECAP00000000315	998	NDUFS7	1.05581670465724	0.0141210448237851	0.224191445361508	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000000436	999	NDUFB5	1.12834335433006	0.0260917480986211	0.274761995603224	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000003275	998	UQCRFS1	0.973667529200721	0.0314080748368859	0.294466219419341	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000006049	994	COX5B	1.03327681296915	0.0045558652018539	0.150090448038853	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000007737	996	UQCRB	0.848953983433489	0.0431678117730788	0.349467745821648	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000009257	980	COX7A1	1.48006745771393	0.00436685075312011	0.150090448038853	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000009514	999	NDUFS5	1.03392561424804	0.0169204020711235	0.23497453801172	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000009694	985	COX4I1	1.0775053492016	0.0280971591594294	0.282337510064381	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000010311	750	COX6A1	2.2593326290191	0.0146853298786139	0.226756725461917	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000012527	999	NDUFA7	0.921772246883993	0.0123800463412798	0.213401922778792	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000014727	999	NDUFS4	1.1991208471966	0.012415457564702	0.213401922778792	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000015242	999	NDUFB7	1.14465158071094	0.0225458792070005	0.264011784513247	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
ENSECAP00000018120	ENSECAP00000015863	999	NDUFB9	0.8210408689467	0.0100864149503608	0.191399810098047	up	NDUFB3	0.921009432635007	0.0123528313602605	0.213401922778792	up
