protB	protA	combined_score	GENENAME1	logFC1	P.Value1	adj.P.Val1	Direction1	GENENAME2	logFC2	P.Value2	adj.P.Val2	Direction2
ENSECAP00000027508	ENSECAP00000022869	745	GCSH	0.692466013997409	0.00498816912351344	0.394397905365796	up	ART3	-0.840430323256394	0.00847549430063254	0.421611633044325	down
ENSECAP00000028595	ENSECAP00000005858	731	ENO2	1.01604267049457	0.0303191389366723	0.61066102324706	up	PFKP	1.05505928775883	7.44077505020117e-05	0.0782659542202934	up
ENSECAP00000028595	ENSECAP00000013340	901	TPI1	0.612130157120021	0.00372763043903217	0.394397905365796	up	PFKP	1.05505928775883	7.44077505020117e-05	0.0782659542202934	up
ENSECAP00000031587	ENSECAP00000017881	763	TNNC1	-0.863415812628173	0.0252858284180444	0.562354348297918	down	OBSL1	-1.2787407664378	0.0369439784826889	0.617120541978437	down
ENSECAP00000031587	ENSECAP00000027425	840	ZNF592	-1.60515003738299	0.01212615141859	0.488593145790498	down	OBSL1	-1.2787407664378	0.0369439784826889	0.617120541978437	down
ENSECAP00000032794	ENSECAP00000008082	924	MRPL17	1.3601161055784	0.0142771237363101	0.521005192346579	up	HDDC3	0.509859716788384	0.0343069250210082	0.617120541978437	up
ENSECAP00000032794	ENSECAP00000014096	902	ENTPD1	1.48121829179679	0.0237568449668518	0.562354348297918	up	HDDC3	0.509859716788384	0.0343069250210082	0.617120541978437	up
ENSECAP00000032794	ENSECAP00000017862	799	RPS9	0.675473138623122	0.0121662196029739	0.488593145790498	up	HDDC3	0.509859716788384	0.0343069250210082	0.617120541978437	up
ENSECAP00000038455	ENSECAP00000015383	960	SEPTIN2	-0.641944433740958	0.0115660118207481	0.488593145790498	down	SEPTIN7	-0.472302272653714	0.021734120040127	0.562354348297918	down
ENSECAP00000039216	ENSECAP00000013867	849	TKFC	-0.659561990237249	0.00870854558654635	0.421611633044325	down	GPD1	0.475441801204614	0.0217540515759892	0.562354348297918	up
ENSECAP00000039657	ENSECAP00000002606	907	PHKG2	1.54353387686688	0.0169884081722589	0.537286722461309	up	PRKACB	-0.851722642385848	0.0278279543125113	0.582251851033404	down
ENSECAP00000039657	ENSECAP00000004911	905	PHKG1	0.580291744078517	0.0244099910638938	0.562354348297918	up	PRKACB	-0.851722642385848	0.0278279543125113	0.582251851033404	down
ENSECAP00000039657	ENSECAP00000016544	910	SIK2	1.64153707001451	0.0375428020714314	0.621917828028937	up	PRKACB	-0.851722642385848	0.0278279543125113	0.582251851033404	down
ENSECAP00000040373	ENSECAP00000008082	657	MRPL17	1.3601161055784	0.0142771237363101	0.521005192346579	up	SPG7	-1.76258707811577	0.0231643394720612	0.562354348297918	down
ENSECAP00000040373	ENSECAP00000014042	709	CLPX	-0.502002142041972	0.0329539179779777	0.617120541978437	down	SPG7	-1.76258707811577	0.0231643394720612	0.562354348297918	down
ENSECAP00000040373	ENSECAP00000017862	624	RPS9	0.675473138623122	0.0121662196029739	0.488593145790498	up	SPG7	-1.76258707811577	0.0231643394720612	0.562354348297918	down
ENSECAP00000040373	ENSECAP00000019899	704	PMPCA	-0.328318401270284	0.0311285173233737	0.615307025758686	down	SPG7	-1.76258707811577	0.0231643394720612	0.562354348297918	down
ENSECAP00000041021	ENSECAP00000007527	775	DNAJA2	0.596466390770058	0.0231671288126032	0.562354348297918	up	HSPA2	0.364455301904098	0.0179478984159421	0.550425143547347	up
ENSECAP00000041379	ENSECAP00000011648	822	VCL	0.520041132415491	0.0233547802141825	0.562354348297918	up	SORBS2	0.617693926546737	0.00966295453857161	0.432462795575318	up
ENSECAP00000041499	ENSECAP00000001546	910	TST	-0.659758341829198	0.00721724640253255	0.4111186998739	down	LDHB	0.548464662886541	0.0154712148688695	0.531851038680559	up
ENSECAP00000041499	ENSECAP00000005858	641	ENO2	1.01604267049457	0.0303191389366723	0.61066102324706	up	LDHB	0.548464662886541	0.0154712148688695	0.531851038680559	up
ENSECAP00000041499	ENSECAP00000013340	620	TPI1	0.612130157120021	0.00372763043903217	0.394397905365796	up	LDHB	0.548464662886541	0.0154712148688695	0.531851038680559	up
ENSECAP00000041499	ENSECAP00000017862	629	RPS9	0.675473138623122	0.0121662196029739	0.488593145790498	up	LDHB	0.548464662886541	0.0154712148688695	0.531851038680559	up
ENSECAP00000041567	ENSECAP00000005858	685	ENO2	1.01604267049457	0.0303191389366723	0.61066102324706	up	PKM	0.320918450832764	0.0320921333666961	0.617120541978437	up
ENSECAP00000041567	ENSECAP00000013340	851	TPI1	0.612130157120021	0.00372763043903217	0.394397905365796	up	PKM	0.320918450832764	0.0320921333666961	0.617120541978437	up
ENSECAP00000041567	ENSECAP00000017862	674	RPS9	0.675473138623122	0.0121662196029739	0.488593145790498	up	PKM	0.320918450832764	0.0320921333666961	0.617120541978437	up
ENSECAP00000041567	ENSECAP00000028595	862	PFKP	1.05505928775883	7.44077505020117e-05	0.0782659542202934	up	PKM	0.320918450832764	0.0320921333666961	0.617120541978437	up
ENSECAP00000041567	ENSECAP00000041499	684	LDHB	0.548464662886541	0.0154712148688695	0.531851038680559	up	PKM	0.320918450832764	0.0320921333666961	0.617120541978437	up
ENSECAP00000042060	ENSECAP00000001546	910	TST	-0.659758341829198	0.00721724640253255	0.4111186998739	down	LDHA	0.566316844894928	0.0123590171785118	0.488593145790498	up
ENSECAP00000042060	ENSECAP00000005858	654	ENO2	1.01604267049457	0.0303191389366723	0.61066102324706	up	LDHA	0.566316844894928	0.0123590171785118	0.488593145790498	up
ENSECAP00000042060	ENSECAP00000013340	679	TPI1	0.612130157120021	0.00372763043903217	0.394397905365796	up	LDHA	0.566316844894928	0.0123590171785118	0.488593145790498	up
ENSECAP00000042060	ENSECAP00000028595	719	PFKP	1.05505928775883	7.44077505020117e-05	0.0782659542202934	up	LDHA	0.566316844894928	0.0123590171785118	0.488593145790498	up
ENSECAP00000042060	ENSECAP00000041499	743	LDHB	0.548464662886541	0.0154712148688695	0.531851038680559	up	LDHA	0.566316844894928	0.0123590171785118	0.488593145790498	up
ENSECAP00000042060	ENSECAP00000041567	743	PKM	0.320918450832764	0.0320921333666961	0.617120541978437	up	LDHA	0.566316844894928	0.0123590171785118	0.488593145790498	up
ENSECAP00000042665	ENSECAP00000020709	999	GYG1	0.751555214945515	0.00465685167488966	0.394397905365796	up	GYS1	0.365787421680807	0.0411523132051669	0.636808538432313	up
ENSECAP00000042665	ENSECAP00000039657	933	PRKACB	-0.851722642385848	0.0278279543125113	0.582251851033404	down	GYS1	0.365787421680807	0.0411523132051669	0.636808538432313	up
ENSECAP00000044358	ENSECAP00000008082	986	MRPL17	1.3601161055784	0.0142771237363101	0.521005192346579	up	MRPL15	1.31781450497314	0.0239105898554302	0.562354348297918	up
ENSECAP00000044358	ENSECAP00000009630	932	RPL13	0.47960540561872	0.048263200439749	0.636808538432313	up	MRPL15	1.31781450497314	0.0239105898554302	0.562354348297918	up
ENSECAP00000044358	ENSECAP00000009823	708	SOD2	-0.512387468386773	0.0259643958833956	0.56722565568709	down	MRPL15	1.31781450497314	0.0239105898554302	0.562354348297918	up
ENSECAP00000044358	ENSECAP00000010237	880	MRPL18	1.66196077801549	0.00728715007692692	0.4111186998739	up	MRPL15	1.31781450497314	0.0239105898554302	0.562354348297918	up
ENSECAP00000044358	ENSECAP00000017862	923	RPS9	0.675473138623122	0.0121662196029739	0.488593145790498	up	MRPL15	1.31781450497314	0.0239105898554302	0.562354348297918	up
ENSECAP00000044358	ENSECAP00000022085	607	PEBP1	-0.447269083694845	0.0471199818967477	0.636808538432313	down	MRPL15	1.31781450497314	0.0239105898554302	0.562354348297918	up
ENSECAP00000044358	ENSECAP00000032002	680	TOMM40	-1.54178644179485	0.0389725267489572	0.633170092113196	down	MRPL15	1.31781450497314	0.0239105898554302	0.562354348297918	up
ENSECAP00000044358	ENSECAP00000032794	622	HDDC3	0.509859716788384	0.0343069250210082	0.617120541978437	up	MRPL15	1.31781450497314	0.0239105898554302	0.562354348297918	up
ENSECAP00000044526	ENSECAP00000019320	949	MYH9	-0.439764770590836	0.0441351264742407	0.636808538432313	down	MYH10	-0.40721003790806	0.0263047310816104	0.56722565568709	down
ENSECAP00000044529	ENSECAP00000007132	631	ACTR2	0.569077314982765	0.0015209654649906	0.300644173579809	up	WDR1	0.339081681781487	0.0445819667897682	0.636808538432313	up
ENSECAP00000044529	ENSECAP00000011648	636	VCL	0.520041132415491	0.0233547802141825	0.562354348297918	up	WDR1	0.339081681781487	0.0445819667897682	0.636808538432313	up
ENSECAP00000045181	ENSECAP00000003188	616	XIRP1	1.01058594153729	9.89872945450592e-05	0.0782659542202934	up	NRAP	0.807734229648004	0.0293283921919874	0.604122867365277	up
ENSECAP00000045181	ENSECAP00000013427	804	KLHL41	0.780957898358258	0.00345531493909386	0.394397905365796	up	NRAP	0.807734229648004	0.0293283921919874	0.604122867365277	up
ENSECAP00000045181	ENSECAP00000036667	631	MYOM2	-0.572140583141939	0.00924989085014581	0.432245924888837	down	NRAP	0.807734229648004	0.0293283921919874	0.604122867365277	up
ENSECAP00000045443	ENSECAP00000002094	666	PRPS2	0.456903697443867	0.0491492741753422	0.636808538432313	up	EPRS1	-0.355420027670835	0.0400773433492109	0.636808538432313	down
ENSECAP00000045443	ENSECAP00000009000	898	CTPS1	1.14117307455408	0.00652567980867293	0.4111186998739	up	EPRS1	-0.355420027670835	0.0400773433492109	0.636808538432313	down
ENSECAP00000045443	ENSECAP00000009630	924	RPL13	0.47960540561872	0.048263200439749	0.636808538432313	up	EPRS1	-0.355420027670835	0.0400773433492109	0.636808538432313	down
ENSECAP00000045443	ENSECAP00000017862	923	RPS9	0.675473138623122	0.0121662196029739	0.488593145790498	up	EPRS1	-0.355420027670835	0.0400773433492109	0.636808538432313	down
ENSECAP00000045443	ENSECAP00000023276	666	PRPS2	0.456903697443867	0.0491492741753422	0.636808538432313	up	EPRS1	-0.355420027670835	0.0400773433492109	0.636808538432313	down
ENSECAP00000045443	ENSECAP00000042571	633	HNRNPR	-0.563164255424795	0.0472096685505514	0.636808538432313	down	EPRS1	-0.355420027670835	0.0400773433492109	0.636808538432313	down
ENSECAP00000045443	ENSECAP00000044358	810	MRPL15	1.31781450497314	0.0239105898554302	0.562354348297918	up	EPRS1	-0.355420027670835	0.0400773433492109	0.636808538432313	down
ENSECAP00000045746	ENSECAP00000002606	990	PHKG2	1.54353387686688	0.0169884081722589	0.537286722461309	up	PHKA1	0.461136579736316	0.00791164189136027	0.4111186998739	up
ENSECAP00000045746	ENSECAP00000004911	995	PHKG1	0.580291744078517	0.0244099910638938	0.562354348297918	up	PHKA1	0.461136579736316	0.00791164189136027	0.4111186998739	up
ENSECAP00000045746	ENSECAP00000039657	902	PRKACB	-0.851722642385848	0.0278279543125113	0.582251851033404	down	PHKA1	0.461136579736316	0.00791164189136027	0.4111186998739	up
ENSECAP00000045746	ENSECAP00000042665	673	GYS1	0.365787421680807	0.0411523132051669	0.636808538432313	up	PHKA1	0.461136579736316	0.00791164189136027	0.4111186998739	up
ENSECAP00000047435	ENSECAP00000003188	644	XIRP1	1.01058594153729	9.89872945450592e-05	0.0782659542202934	up	FLNC	0.894054953495203	0.000397517752953967	0.120940196364573	up
ENSECAP00000047435	ENSECAP00000010228	602	CRYAB	0.6231691751616	0.0061187905663823	0.4111186998739	up	FLNC	0.894054953495203	0.000397517752953967	0.120940196364573	up
ENSECAP00000047435	ENSECAP00000011648	922	VCL	0.520041132415491	0.0233547802141825	0.562354348297918	up	FLNC	0.894054953495203	0.000397517752953967	0.120940196364573	up
ENSECAP00000047435	ENSECAP00000012977	602	MYPN	0.83958177044997	0.000307351129381209	0.120940196364573	up	FLNC	0.894054953495203	0.000397517752953967	0.120940196364573	up
ENSECAP00000049644	ENSECAP00000019320	622	MYH9	-0.439764770590836	0.0441351264742407	0.636808538432313	down	MYH7	1.91725818979538	0.0216899159370046	0.562354348297918	up
ENSECAP00000049644	ENSECAP00000044526	627	MYH10	-0.40721003790806	0.0263047310816104	0.56722565568709	down	MYH7	1.91725818979538	0.0216899159370046	0.562354348297918	up
ENSECAP00000052818	ENSECAP00000015436	905	GCLC	-0.769140638928262	0.0306741770101358	0.611421410655816	down	BCAT1	0.705226957297242	0.013097190084429	0.507396933995101	up
ENSECAP00000052818	ENSECAP00000041499	831	LDHB	0.548464662886541	0.0154712148688695	0.531851038680559	up	BCAT1	0.705226957297242	0.013097190084429	0.507396933995101	up
ENSECAP00000052818	ENSECAP00000042060	831	LDHA	0.566316844894928	0.0123590171785118	0.488593145790498	up	BCAT1	0.705226957297242	0.013097190084429	0.507396933995101	up
ENSECAP00000054504	ENSECAP00000002094	723	PRPS2	0.456903697443867	0.0491492741753422	0.636808538432313	up	ADSS1	-0.679414244293637	0.00214835269090976	0.321354424395804	down
ENSECAP00000054504	ENSECAP00000009810	900	NT5C3A	-1.09815048821893	0.0146187509301416	0.52538904858024	down	ADSS1	-0.679414244293637	0.00214835269090976	0.321354424395804	down
ENSECAP00000054504	ENSECAP00000014096	905	ENTPD1	1.48121829179679	0.0237568449668518	0.562354348297918	up	ADSS1	-0.679414244293637	0.00214835269090976	0.321354424395804	down
ENSECAP00000054504	ENSECAP00000023276	824	PRPS2	0.456903697443867	0.0491492741753422	0.636808538432313	up	ADSS1	-0.679414244293637	0.00214835269090976	0.321354424395804	down
