protein2	protein1	combined_score	GENENAME1	logFC1	P.Value1	adj.P.Val1	Direction1	GENENAME2	logFC2	P.Value2	adj.P.Val2	Direction2
ENSECAP00000024764	ENSECAP00000012452	998	PSMD11	-0.622168014050269	0.0487735894335016	0.813206381744863	down	PSMC5	-0.499200694938102	0.0464422584874933	0.813206381744863	down
ENSECAP00000024764	ENSECAP00000034445	999	PSMC4	-0.522286376686365	0.0179847711812308	0.813206381744863	down	PSMC5	-0.499200694938102	0.0464422584874933	0.813206381744863	down
ENSECAP00000025926	ENSECAP00000010916	996	SUGT1	-1.3542927994313	0.00395242292893374	0.813206381744863	down	HSP90AA1	-0.663000046523825	0.0427346171318362	0.813206381744863	down
ENSECAP00000025926	ENSECAP00000022808	614	DYNC1H1	-0.448526767569044	0.0339275943402391	0.813206381744863	down	HSP90AA1	-0.663000046523825	0.0427346171318362	0.813206381744863	down
ENSECAP00000027368	ENSECAP00000015770	668	YJEFN3	-0.743991759440174	0.0410694287316012	0.813206381744863	down	ACADVL	-0.429564898918049	0.0480635748932972	0.813206381744863	down
ENSECAP00000027368	ENSECAP00000051799	601	FASN	-1.17879689829069	0.0145015281150444	0.813206381744863	down	ACADVL	-0.429564898918049	0.0480635748932972	0.813206381744863	down
ENSECAP00000031627	ENSECAP00000007841	781	THY1	1.41334792448025	0.0367025689710981	0.813206381744863	up	CD44	1.00409163053423	0.017770791113318	0.813206381744863	up
ENSECAP00000034445	ENSECAP00000012452	998	PSMD11	-0.622168014050269	0.0487735894335016	0.813206381744863	down	PSMC4	-0.522286376686365	0.0179847711812308	0.813206381744863	down
ENSECAP00000034445	ENSECAP00000024764	999	PSMC5	-0.499200694938102	0.0464422584874933	0.813206381744863	down	PSMC4	-0.522286376686365	0.0179847711812308	0.813206381744863	down
ENSECAP00000035011	ENSECAP00000015770	712	YJEFN3	-0.743991759440174	0.0410694287316012	0.813206381744863	down	ATP5F1C	-0.638799428983788	0.0152253214789582	0.813206381744863	down
ENSECAP00000035011	ENSECAP00000019918	702	NDUFA6	-0.899327096553449	0.0112499692997712	0.813206381744863	down	ATP5F1C	-0.638799428983788	0.0152253214789582	0.813206381744863	down
ENSECAP00000035011	ENSECAP00000047665	675	AK3	-0.586047394101199	0.0367739381572132	0.813206381744863	down	ATP5F1C	-0.638799428983788	0.0152253214789582	0.813206381744863	down
ENSECAP00000035011	ENSECAP00000049007	915	KARS1	-0.998609542111511	0.00791061980819102	0.813206381744863	down	ATP5F1C	-0.638799428983788	0.0152253214789582	0.813206381744863	down
ENSECAP00000039019	ENSECAP00000052685	618	DDX39B	-0.932663245862077	0.0233020862562196	0.813206381744863	down	SRSF7	0.759001679484816	0.0317058677547105	0.813206381744863	up
ENSECAP00000040896	ENSECAP00000011207	930	TXN	0.420955190272135	0.0478087838820399	0.813206381744863	up	TXNRD2	0.559099753955538	0.0258663592626037	0.813206381744863	up
ENSECAP00000042168	ENSECAP00000011207	692	TXN	0.420955190272135	0.0478087838820399	0.813206381744863	up	SOD3	0.577308387319359	0.0455197046871253	0.813206381744863	up
ENSECAP00000047665	ENSECAP00000035011	675	ATP5F1C	-0.638799428983788	0.0152253214789582	0.813206381744863	down	AK3	-0.586047394101199	0.0367739381572132	0.813206381744863	down
ENSECAP00000049007	ENSECAP00000035011	915	ATP5F1C	-0.638799428983788	0.0152253214789582	0.813206381744863	down	KARS1	-0.998609542111511	0.00791061980819102	0.813206381744863	down
ENSECAP00000051799	ENSECAP00000027368	601	ACADVL	-0.429564898918049	0.0480635748932972	0.813206381744863	down	FASN	-1.17879689829069	0.0145015281150444	0.813206381744863	down
ENSECAP00000052685	ENSECAP00000039019	618	SRSF7	0.759001679484816	0.0317058677547105	0.813206381744863	up	DDX39B	-0.932663245862077	0.0233020862562196	0.813206381744863	down
