protein2	protein1	combined_score	GENENAME1	logFC1	P.Value1	adj.P.Val1	Direction1	GENENAME2	logFC2	P.Value2	adj.P.Val2	Direction2
ENSECAP00000018120	ENSECAP00000012407	705	PMPCB	-1.17966985328721	0.0167129427359497	0.30026395497781	down	NDUFB3	-1.92461868771974	0.0270284815423541	0.349100633107771	down
ENSECAP00000018120	ENSECAP00000013513	999	NDUFA12	-1.60460014819958	0.0271438937189628	0.349100633107771	down	NDUFB3	-1.92461868771974	0.0270284815423541	0.349100633107771	down
ENSECAP00000018120	ENSECAP00000015770	993	YJEFN3	1.05303203977149	0.025320424716648	0.341973604175058	up	NDUFB3	-1.92461868771974	0.0270284815423541	0.349100633107771	down
ENSECAP00000018120	ENSECAP00000016105	824	ATP5PB	-0.963581910380128	0.0397014486660946	0.384555873062799	down	NDUFB3	-1.92461868771974	0.0270284815423541	0.349100633107771	down
ENSECAP00000018120	ENSECAP00000023111	996	MT-ND1	-2.29081830005923	0.0330233694300895	0.369319324785784	down	NDUFB3	-1.92461868771974	0.0270284815423541	0.349100633107771	down
ENSECAP00000018120	ENSECAP00000051440	909	ATP5MF	-1.59547767161134	0.0463863805683882	0.404405277656634	down	NDUFB3	-1.92461868771974	0.0270284815423541	0.349100633107771	down
ENSECAP00000018264	ENSECAP00000043405	838	PDGFRA	2.50287777429508	0.0347024307501136	0.37141561011371	up	FGF1	-0.964406566390686	0.0257034156053823	0.341973604175058	down
ENSECAP00000018437	ENSECAP00000004767	891	EIF1AX	1.49222242259219	0.00560531930895848	0.222479751552873	up	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down
ENSECAP00000018437	ENSECAP00000004827	986	RPS10	-3.12855227937145	0.000355915339741324	0.0674066619965587	down	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down
ENSECAP00000018437	ENSECAP00000007656	975	RPS3A	-1.15592534105766	0.0375605440803809	0.379017097198019	down	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down
ENSECAP00000018437	ENSECAP00000008024	910	RPL15	4.69892076261457	0.00959231154140061	0.266875768214779	up	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down
ENSECAP00000018437	ENSECAP00000009630	973	RPL13	1.28822955009462	0.00346954828037892	0.178488983757271	up	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down
ENSECAP00000018437	ENSECAP00000010187	998	RPS20	-2.1767359934074	0.0183783967201726	0.308304263820287	down	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down
ENSECAP00000018437	ENSECAP00000010598	861	EIF5	0.789194203590078	0.034740963250808	0.37141561011371	up	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down
ENSECAP00000018437	ENSECAP00000013879	997	RPS5	2.06392724255073	0.0446591301746405	0.39643027704637	up	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down
ENSECAP00000018437	ENSECAP00000015947	927	EIF2S1	-2.75656167392752	0.0365409569008225	0.377902875596469	down	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down
ENSECAP00000018437	ENSECAP00000021824	979	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down
ENSECAP00000018437	ENSECAP00000022904	856	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down
ENSECAP00000018459	ENSECAP00000008852	933	PPID	-1.97752080683126	0.0122030382784351	0.286973859439574	down	SLC25A4	-1.22020965501886	0.0306792655470688	0.364432140335871	down
ENSECAP00000018459	ENSECAP00000031576	934	PPIF	0.765371983423647	0.0441082488501185	0.39643027704637	up	SLC25A4	-1.22020965501886	0.0306792655470688	0.364432140335871	down
ENSECAP00000018459	ENSECAP00000053165	953	VDAC3	-0.897318441891637	0.0376772237003718	0.379017097198019	down	SLC25A4	-1.22020965501886	0.0306792655470688	0.364432140335871	down
ENSECAP00000018599	ENSECAP00000022339	689	TMX3	-2.92717627646914	0.00027577162832927	0.0638411319582261	down	SCCPDH	2.24832710058966	0.00286517057176867	0.161777313991328	up
ENSECAP00000018741	ENSECAP00000000530	944	GNAI2	-0.989487171102445	0.0123951053824611	0.286973859439574	down	PLCB1	-1.47275448930109	0.0417280399278279	0.39268460338586	down
ENSECAP00000018741	ENSECAP00000010496	879	PLCB3	-2.54902936549256	0.0416195136957024	0.39268460338586	down	PLCB1	-1.47275448930109	0.0417280399278279	0.39268460338586	down
ENSECAP00000018741	ENSECAP00000043405	653	PDGFRA	2.50287777429508	0.0347024307501136	0.37141561011371	up	PLCB1	-1.47275448930109	0.0417280399278279	0.39268460338586	down
ENSECAP00000018808	ENSECAP00000019837	968	PPIL1	-2.94549806005567	0.00472344762012899	0.202495948899974	down	PRPF8	-3.41674361450697	0.00576621386314142	0.222479751552873	down
ENSECAP00000019710	ENSECAP00000003374	666	CANX	-3.75822143373495	0.00395024481308907	0.186628913108188	down	FLOT1	-2.13670027267458	0.0370557031362412	0.377902875596469	down
ENSECAP00000019837	ENSECAP00000008852	635	PPID	-1.97752080683126	0.0122030382784351	0.286973859439574	down	PPIL1	-2.94549806005567	0.00472344762012899	0.202495948899974	down
ENSECAP00000019837	ENSECAP00000018808	968	PRPF8	-3.41674361450697	0.00576621386314142	0.222479751552873	down	PPIL1	-2.94549806005567	0.00472344762012899	0.202495948899974	down
ENSECAP00000019837	ENSECAP00000052685	670	DDX39B	1.685400725923	0.0298355431220239	0.363522538565712	up	PPIL1	-2.94549806005567	0.00472344762012899	0.202495948899974	down
ENSECAP00000019837	ENSECAP00000054291	775	RBBP7	-1.48232730980726	0.0162994851011947	0.30026395497781	down	PPIL1	-2.94549806005567	0.00472344762012899	0.202495948899974	down
ENSECAP00000020224	ENSECAP00000042168	950	SOD3	-0.948221852311271	0.0140281122384836	0.297936512221005	down	CCS	1.24960224321642	0.0024816474793307	0.155113343604874	up
ENSECAP00000020680	ENSECAP00000002532	994	PSMC1	0.877567344346801	0.0110178699595969	0.286973859439574	up	USP14	0.801433441030756	0.0167317711413121	0.30026395497781	up
ENSECAP00000020680	ENSECAP00000005144	942	PSMB4	1.02258773321363	0.0071011978956632	0.231539058147328	up	USP14	0.801433441030756	0.0167317711413121	0.30026395497781	up
ENSECAP00000020680	ENSECAP00000007717	985	PSMA4	0.745080071236984	0.0469932428547578	0.404405277656634	up	USP14	0.801433441030756	0.0167317711413121	0.30026395497781	up
ENSECAP00000020680	ENSECAP00000012452	994	PSMD11	-0.800391401776047	0.0471201585668744	0.404405277656634	down	USP14	0.801433441030756	0.0167317711413121	0.30026395497781	up
ENSECAP00000020680	ENSECAP00000013937	938	PSMB6	2.17485424763146	0.0344717074334055	0.37141561011371	up	USP14	0.801433441030756	0.0167317711413121	0.30026395497781	up
ENSECAP00000020680	ENSECAP00000017568	661	PLAA	-1.41729901142025	0.0448659751992004	0.39643027704637	down	USP14	0.801433441030756	0.0167317711413121	0.30026395497781	up
ENSECAP00000020680	ENSECAP00000023995	825	SH3GLB1	-1.84052544860065	0.0340560745579299	0.37141561011371	down	USP14	0.801433441030756	0.0167317711413121	0.30026395497781	up
ENSECAP00000020960	ENSECAP00000001546	991	TST	-0.687654558444065	0.0160530488113094	0.30026395497781	down	SUOX	-0.864735072533325	0.0118947060567288	0.286973859439574	down
ENSECAP00000020960	ENSECAP00000022665	735	DHRS11	-0.687803273346759	0.0221552117377371	0.340056845517412	down	SUOX	-0.864735072533325	0.0118947060567288	0.286973859439574	down
ENSECAP00000020960	ENSECAP00000037158	988	MPST	1.14893274173682	0.0151270010929461	0.30026395497781	up	SUOX	-0.864735072533325	0.0118947060567288	0.286973859439574	down
ENSECAP00000020960	ENSECAP00000051128	694	CYB5A	1.21221828408596	0.0115379223183828	0.286973859439574	up	SUOX	-0.864735072533325	0.0118947060567288	0.286973859439574	down
ENSECAP00000021407	ENSECAP00000017019	682	ISYNA1	1.79638725607495	0.0128236759331186	0.288221454224947	up	PRKCSH	0.682898929682109	0.0125274481763254	0.286973859439574	up
ENSECAP00000021693	ENSECAP00000003073	799	HSPB3	0.634395411953943	0.0147109458705581	0.30026395497781	up	SRL	-0.873710576882345	0.023727579156948	0.341176060548662	down
ENSECAP00000021824	ENSECAP00000002587	737	MRPS31	-2.06367611255383	0.0427476712317033	0.394552494350357	down	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000004767	932	EIF1AX	1.49222242259219	0.00560531930895848	0.222479751552873	up	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000004827	991	RPS10	-3.12855227937145	0.000355915339741324	0.0674066619965587	down	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000007656	968	RPS3A	-1.15592534105766	0.0375605440803809	0.379017097198019	down	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000008024	993	RPL15	4.69892076261457	0.00959231154140061	0.266875768214779	up	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000008458	771	TSFM	2.1580409915263	0.0314844181715655	0.364432140335871	up	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000009630	954	RPL13	1.28822955009462	0.00346954828037892	0.178488983757271	up	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000010187	999	RPS20	-2.1767359934074	0.0183783967201726	0.308304263820287	down	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000010598	839	EIF5	0.789194203590078	0.034740963250808	0.37141561011371	up	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000013879	999	RPS5	2.06392724255073	0.0446591301746405	0.39643027704637	up	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000015947	876	EIF2S1	-2.75656167392752	0.0365409569008225	0.377902875596469	down	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000018437	979	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000021824	ENSECAP00000022904	834	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down
ENSECAP00000022339	ENSECAP00000014717	660	ERP44	-3.15912353077691	0.0163617373635543	0.30026395497781	down	TMX3	-2.92717627646914	0.00027577162832927	0.0638411319582261	down
ENSECAP00000022339	ENSECAP00000018599	689	SCCPDH	2.24832710058966	0.00286517057176867	0.161777313991328	up	TMX3	-2.92717627646914	0.00027577162832927	0.0638411319582261	down
ENSECAP00000022665	ENSECAP00000020960	735	SUOX	-0.864735072533325	0.0118947060567288	0.286973859439574	down	DHRS11	-0.687803273346759	0.0221552117377371	0.340056845517412	down
ENSECAP00000022904	ENSECAP00000002587	601	MRPS31	-2.06367611255383	0.0427476712317033	0.394552494350357	down	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000004767	970	EIF1AX	1.49222242259219	0.00560531930895848	0.222479751552873	up	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000004827	809	RPS10	-3.12855227937145	0.000355915339741324	0.0674066619965587	down	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000007656	790	RPS3A	-1.15592534105766	0.0375605440803809	0.379017097198019	down	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000008024	788	RPL15	4.69892076261457	0.00959231154140061	0.266875768214779	up	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000008458	895	TSFM	2.1580409915263	0.0314844181715655	0.364432140335871	up	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000008564	693	EIF6	-2.00873434744455	0.0197628217406016	0.32679237378209	down	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000009630	860	RPL13	1.28822955009462	0.00346954828037892	0.178488983757271	up	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000010187	962	RPS20	-2.1767359934074	0.0183783967201726	0.308304263820287	down	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000010598	969	EIF5	0.789194203590078	0.034740963250808	0.37141561011371	up	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000013879	968	RPS5	2.06392724255073	0.0446591301746405	0.39643027704637	up	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000015947	793	EIF2S1	-2.75656167392752	0.0365409569008225	0.377902875596469	down	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000018437	856	RPS25	-2.05944432128337	0.0490008365416389	0.405731024596725	down	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000021824	834	RPS14	-1.06384354602563	0.0479487321917721	0.404644485011402	down	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000022904	ENSECAP00000049007	601	KARS1	1.15568713702858	0.0217065540049111	0.340056845517412	up	EIF5B	-3.08034135003436	0.000759620645462824	0.0837391330593542	down
ENSECAP00000023111	ENSECAP00000008961	627	GATC	-2.56639255965828	0.00526249230542838	0.213731047141521	down	MT-ND1	-2.29081830005923	0.0330233694300895	0.369319324785784	down
ENSECAP00000023111	ENSECAP00000012407	812	PMPCB	-1.17966985328721	0.0167129427359497	0.30026395497781	down	MT-ND1	-2.29081830005923	0.0330233694300895	0.369319324785784	down
ENSECAP00000023111	ENSECAP00000013513	998	NDUFA12	-1.60460014819958	0.0271438937189628	0.349100633107771	down	MT-ND1	-2.29081830005923	0.0330233694300895	0.369319324785784	down
ENSECAP00000023111	ENSECAP00000015240	828	FDX1	1.19238694244201	0.0468842590940155	0.404405277656634	up	MT-ND1	-2.29081830005923	0.0330233694300895	0.369319324785784	down
ENSECAP00000023111	ENSECAP00000015770	989	YJEFN3	1.05303203977149	0.025320424716648	0.341973604175058	up	MT-ND1	-2.29081830005923	0.0330233694300895	0.369319324785784	down
ENSECAP00000023111	ENSECAP00000018120	996	NDUFB3	-1.92461868771974	0.0270284815423541	0.349100633107771	down	MT-ND1	-2.29081830005923	0.0330233694300895	0.369319324785784	down
ENSECAP00000023111	ENSECAP00000038257	627	PPA1	0.565283943763612	0.0226226520928055	0.341176060548662	up	MT-ND1	-2.29081830005923	0.0330233694300895	0.369319324785784	down
ENSECAP00000023312	ENSECAP00000054504	786	ADSS1	-0.961124640369595	0.0218439017982388	0.340056845517412	down	DOHH	-2.17049665089252	0.0121282858908983	0.286973859439574	down
ENSECAP00000023995	ENSECAP00000020680	825	USP14	0.801433441030756	0.0167317711413121	0.30026395497781	up	SH3GLB1	-1.84052544860065	0.0340560745579299	0.37141561011371	down
ENSECAP00000023995	ENSECAP00000043405	650	PDGFRA	2.50287777429508	0.0347024307501136	0.37141561011371	up	SH3GLB1	-1.84052544860065	0.0340560745579299	0.37141561011371	down
ENSECAP00000024061	ENSECAP00000044262	961	LRP1	1.28773317993035	0.0092919385147967	0.264906550515834	up	LRPAP1	-1.57521935675158	0.00890946251942145	0.264428278621291	down
ENSECAP00000024209	ENSECAP00000008961	918	GATC	-2.56639255965828	0.00526249230542838	0.213731047141521	down	NARS1	-2.0379469380901	0.0295080720350853	0.363522538565712	down
ENSECAP00000024209	ENSECAP00000013879	620	RPS5	2.06392724255073	0.0446591301746405	0.39643027704637	up	NARS1	-2.0379469380901	0.0295080720350853	0.363522538565712	down
ENSECAP00000024209	ENSECAP00000041874	715	IARS2	-0.65328785937419	0.00662423853985205	0.229023849644894	down	NARS1	-2.0379469380901	0.0295080720350853	0.363522538565712	down
ENSECAP00000024209	ENSECAP00000049007	828	KARS1	1.15568713702858	0.0217065540049111	0.340056845517412	up	NARS1	-2.0379469380901	0.0295080720350853	0.363522538565712	down
ENSECAP00000024836	ENSECAP00000010449	752	AMDHD2	-1.80940702260737	0.0136434155658908	0.297027545600273	down	PGM2	-2.18309990643523	0.00776781851393104	0.249756942496533	down
ENSECAP00000024836	ENSECAP00000027932	602	CAMK1D	-2.86752875496688	0.0165975718818423	0.30026395497781	down	PGM2	-2.18309990643523	0.00776781851393104	0.249756942496533	down
ENSECAP00000024836	ENSECAP00000046422	972	DERA	1.20116038358678	0.0202534157059535	0.332529484817605	up	PGM2	-2.18309990643523	0.00776781851393104	0.249756942496533	down
ENSECAP00000025301	ENSECAP00000003443	989	VPS35	-0.800163175739872	0.00938329898155439	0.264906550515834	down	SNX5	-1.92810472466665	0.0158987192270485	0.30026395497781	down
ENSECAP00000025301	ENSECAP00000028447	988	SNX2	-4.15512898033177	5.34815894919624e-07	0.000619049398369465	down	SNX5	-1.92810472466665	0.0158987192270485	0.30026395497781	down
ENSECAP00000025301	ENSECAP00000043037	885	SNX12	-2.82852938507017	0.00832818573181907	0.257063332922149	down	SNX5	-1.92810472466665	0.0158987192270485	0.30026395497781	down
ENSECAP00000026083	ENSECAP00000002593	831	MAPT	-2.60202473998541	0.00170843819950207	0.123594825995228	down	YWHAZ	-0.673748221251826	0.0219173465082494	0.340056845517412	down
ENSECAP00000026083	ENSECAP00000007582	919	YWHAE	0.453547644850636	0.0410077100027975	0.390670159080149	up	YWHAZ	-0.673748221251826	0.0219173465082494	0.340056845517412	down
ENSECAP00000026966	ENSECAP00000012626	642	PRMT5	-3.04521273427794	0.0328334027581448	0.368977317403424	down	SETD7	-2.02871966389132	0.0255590520417733	0.341973604175058	down
ENSECAP00000026966	ENSECAP00000054291	743	RBBP7	-1.48232730980726	0.0162994851011947	0.30026395497781	down	SETD7	-2.02871966389132	0.0255590520417733	0.341973604175058	down
ENSECAP00000027932	ENSECAP00000024836	602	PGM2	-2.18309990643523	0.00776781851393104	0.249756942496533	down	CAMK1D	-2.86752875496688	0.0165975718818423	0.30026395497781	down
ENSECAP00000028447	ENSECAP00000003443	983	VPS35	-0.800163175739872	0.00938329898155439	0.264906550515834	down	SNX2	-4.15512898033177	5.34815894919624e-07	0.000619049398369465	down
ENSECAP00000028447	ENSECAP00000025301	988	SNX5	-1.92810472466665	0.0158987192270485	0.30026395497781	down	SNX2	-4.15512898033177	5.34815894919624e-07	0.000619049398369465	down
ENSECAP00000028518	ENSECAP00000002532	614	PSMC1	0.877567344346801	0.0110178699595969	0.286973859439574	up	RBX1	-2.07801715483139	0.0407309282492058	0.389636772301287	down
ENSECAP00000028518	ENSECAP00000005144	694	PSMB4	1.02258773321363	0.0071011978956632	0.231539058147328	up	RBX1	-2.07801715483139	0.0407309282492058	0.389636772301287	down
ENSECAP00000028518	ENSECAP00000007717	664	PSMA4	0.745080071236984	0.0469932428547578	0.404405277656634	up	RBX1	-2.07801715483139	0.0407309282492058	0.389636772301287	down
ENSECAP00000028518	ENSECAP00000012452	619	PSMD11	-0.800391401776047	0.0471201585668744	0.404405277656634	down	RBX1	-2.07801715483139	0.0407309282492058	0.389636772301287	down
ENSECAP00000028518	ENSECAP00000013531	809	UBE2I	-5.60468766046244	0.0175247209668955	0.307346432108811	down	RBX1	-2.07801715483139	0.0407309282492058	0.389636772301287	down
ENSECAP00000028518	ENSECAP00000013937	772	PSMB6	2.17485424763146	0.0344717074334055	0.37141561011371	up	RBX1	-2.07801715483139	0.0407309282492058	0.389636772301287	down
ENSECAP00000028518	ENSECAP00000050033	999	CUL3	-3.45019492019909	0.0261071735302379	0.343398333650572	down	RBX1	-2.07801715483139	0.0407309282492058	0.389636772301287	down
ENSECAP00000028589	ENSECAP00000010286	955	BCKDHA	-1.39450847628705	0.0384747377285246	0.379017097198019	down	PDHX	0.648405241927954	0.0222217796617219	0.340056845517412	up
ENSECAP00000028595	ENSECAP00000010449	616	AMDHD2	-1.80940702260737	0.0136434155658908	0.297027545600273	down	PFKP	1.06588001723483	0.00054031199157994	0.074502771434849	up
ENSECAP00000028595	ENSECAP00000042060	719	LDHA	0.86972595259205	0.0159862937304276	0.30026395497781	up	PFKP	1.06588001723483	0.00054031199157994	0.074502771434849	up
ENSECAP00000029404	ENSECAP00000009772	714	ITGA7	-4.03260898875771	0.00802772498757703	0.251858713667127	down	VWF	2.88086373631549	0.0180587585650871	0.308304263820287	up
ENSECAP00000029575	ENSECAP00000007132	847	ACTR2	0.938315409517433	0.0118259152426521	0.286973859439574	up	NCKAP1	-2.1242645763489	0.0251400463078204	0.341973604175058	down
ENSECAP00000029575	ENSECAP00000035360	966	RAC1	-2.32019212761131	0.0446312759454921	0.39643027704637	down	NCKAP1	-2.1242645763489	0.0251400463078204	0.341973604175058	down
ENSECAP00000029675	ENSECAP00000049007	624	KARS1	1.15568713702858	0.0217065540049111	0.340056845517412	up	MYH14	-2.17861373960528	0.0476518380458196	0.404644485011402	down
ENSECAP00000029675	ENSECAP00000049644	643	MYH7	1.56554264923661	0.046555679796685	0.404405277656634	up	MYH14	-2.17861373960528	0.0476518380458196	0.404644485011402	down
ENSECAP00000029857	ENSECAP00000004767	712	EIF1AX	1.49222242259219	0.00560531930895848	0.222479751552873	up	SSBP1	-1.96901839993199	0.00707385153823273	0.231539058147328	down
ENSECAP00000029857	ENSECAP00000010187	723	RPS20	-2.1767359934074	0.0183783967201726	0.308304263820287	down	SSBP1	-1.96901839993199	0.00707385153823273	0.231539058147328	down
ENSECAP00000030032	ENSECAP00000005362	645	ASPN	-2.67695875969084	0.0367097525074718	0.377902875596469	down	FMOD	-2.49423969393328	0.0443458535982296	0.39643027704637	down
ENSECAP00000030032	ENSECAP00000017673	689	THBS4	-1.22599565487285	0.00116276155457307	0.0928204482357465	down	FMOD	-2.49423969393328	0.0443458535982296	0.39643027704637	down
ENSECAP00000031233	ENSECAP00000004767	618	EIF1AX	1.49222242259219	0.00560531930895848	0.222479751552873	up	RAN	-0.556980318849906	0.032399324352897	0.365875296960764	down
ENSECAP00000031233	ENSECAP00000013531	751	UBE2I	-5.60468766046244	0.0175247209668955	0.307346432108811	down	RAN	-0.556980318849906	0.032399324352897	0.365875296960764	down
ENSECAP00000031233	ENSECAP00000038276	929	EEF1A2	-4.64869803066413	0.00376521825391917	0.185457026762189	down	RAN	-0.556980318849906	0.032399324352897	0.365875296960764	down
ENSECAP00000031576	ENSECAP00000008852	939	PPID	-1.97752080683126	0.0122030382784351	0.286973859439574	down	PPIF	0.765371983423647	0.0441082488501185	0.39643027704637	up
ENSECAP00000031576	ENSECAP00000018459	934	SLC25A4	-1.22020965501886	0.0306792655470688	0.364432140335871	down	PPIF	0.765371983423647	0.0441082488501185	0.39643027704637	up
ENSECAP00000031576	ENSECAP00000053165	918	VDAC3	-0.897318441891637	0.0376772237003718	0.379017097198019	down	PPIF	0.765371983423647	0.0441082488501185	0.39643027704637	up
ENSECAP00000031638	ENSECAP00000006891	625	FABP5	-0.73391033390042	0.0432743057275088	0.395968449641039	down	CD36	-2.93907806272438	0.00324388197086363	0.174641552617426	down
ENSECAP00000031638	ENSECAP00000017673	936	THBS4	-1.22599565487285	0.00116276155457307	0.0928204482357465	down	CD36	-2.93907806272438	0.00324388197086363	0.174641552617426	down
ENSECAP00000031853	ENSECAP00000008893	925	ALDH7A1	-0.448214000465832	0.0314317129870667	0.364432140335871	down	AKR1B1	-0.720472363390332	0.0123720639829524	0.286973859439574	down
ENSECAP00000035360	ENSECAP00000007132	657	ACTR2	0.938315409517433	0.0118259152426521	0.286973859439574	up	RAC1	-2.32019212761131	0.0446312759454921	0.39643027704637	down
ENSECAP00000035360	ENSECAP00000012317	923	RALB	-2.16884495129044	0.0485922966881943	0.404644485011402	down	RAC1	-2.32019212761131	0.0446312759454921	0.39643027704637	down
ENSECAP00000035360	ENSECAP00000029575	966	NCKAP1	-2.1242645763489	0.0251400463078204	0.341973604175058	down	RAC1	-2.32019212761131	0.0446312759454921	0.39643027704637	down
ENSECAP00000036309	ENSECAP00000007582	622	YWHAE	0.453547644850636	0.0410077100027975	0.390670159080149	up	GDI1	-0.66546298152493	0.00671409283206272	0.229023849644894	down
ENSECAP00000036309	ENSECAP00000017877	663	RABGGTB	-2.39557536263331	0.0338474742769782	0.37141561011371	down	GDI1	-0.66546298152493	0.00671409283206272	0.229023849644894	down
ENSECAP00000037158	ENSECAP00000001546	916	TST	-0.687654558444065	0.0160530488113094	0.30026395497781	down	MPST	1.14893274173682	0.0151270010929461	0.30026395497781	up
ENSECAP00000037158	ENSECAP00000020960	988	SUOX	-0.864735072533325	0.0118947060567288	0.286973859439574	down	MPST	1.14893274173682	0.0151270010929461	0.30026395497781	up
ENSECAP00000037158	ENSECAP00000042060	910	LDHA	0.86972595259205	0.0159862937304276	0.30026395497781	up	MPST	1.14893274173682	0.0151270010929461	0.30026395497781	up
ENSECAP00000038257	ENSECAP00000016105	702	ATP5PB	-0.963581910380128	0.0397014486660946	0.384555873062799	down	PPA1	0.565283943763612	0.0226226520928055	0.341176060548662	up
ENSECAP00000038257	ENSECAP00000023111	627	MT-ND1	-2.29081830005923	0.0330233694300895	0.369319324785784	down	PPA1	0.565283943763612	0.0226226520928055	0.341176060548662	up
ENSECAP00000038257	ENSECAP00000051440	671	ATP5MF	-1.59547767161134	0.0463863805683882	0.404405277656634	down	PPA1	0.565283943763612	0.0226226520928055	0.341176060548662	up
ENSECAP00000038276	ENSECAP00000007656	614	RPS3A	-1.15592534105766	0.0375605440803809	0.379017097198019	down	EEF1A2	-4.64869803066413	0.00376521825391917	0.185457026762189	down
ENSECAP00000038276	ENSECAP00000009630	719	RPL13	1.28822955009462	0.00346954828037892	0.178488983757271	up	EEF1A2	-4.64869803066413	0.00376521825391917	0.185457026762189	down
ENSECAP00000038276	ENSECAP00000010187	776	RPS20	-2.1767359934074	0.0183783967201726	0.308304263820287	down	EEF1A2	-4.64869803066413	0.00376521825391917	0.185457026762189	down
ENSECAP00000038276	ENSECAP00000031233	929	RAN	-0.556980318849906	0.032399324352897	0.365875296960764	down	EEF1A2	-4.64869803066413	0.00376521825391917	0.185457026762189	down
ENSECAP00000039446	ENSECAP00000015383	792	SEPTIN2	-0.91730659000452	0.0221357044693934	0.340056845517412	down	SEPTIN10	-1.37837900839687	0.04172567680576	0.39268460338586	down
ENSECAP00000039749	ENSECAP00000017163	711	ENOPH1	-2.10688258955365	0.00682619681446983	0.229023849644894	down	ADD3	-1.31876916865212	0.0145530570773436	0.30026395497781	down
ENSECAP00000040347	ENSECAP00000054504	901	ADSS1	-0.961124640369595	0.0218439017982388	0.340056845517412	down	PPAT	-1.82454112651848	0.0124740421786821	0.286973859439574	down
ENSECAP00000040622	ENSECAP00000008574	620	SNTA1	0.806430885667654	0.0320249769753778	0.364915896792625	up	UROD	0.975822364193384	0.00571138400383582	0.222479751552873	up
ENSECAP00000041189	ENSECAP00000008893	861	ALDH7A1	-0.448214000465832	0.0314317129870667	0.364432140335871	down	DBT	-1.24065948817798	0.0419333658593917	0.392739541886597	down
ENSECAP00000041189	ENSECAP00000010286	999	BCKDHA	-1.39450847628705	0.0384747377285246	0.379017097198019	down	DBT	-1.24065948817798	0.0419333658593917	0.392739541886597	down
