1B	1C	2B	2C	3B	3C	4B	4C	5B	5C	6B	6C	7B	7C	8B	8C	9B	9C	10B	10C	11B	11C	12B	12C	13B	13C	14B	14C	15B	15C	16B	16C	17B	17C	18B	18C	19B	19C	20B	20C	22B	22C	23B	23C	24B	24C	25B	GeneName
10.9917527857389	11.3857105052393	11.6361736063842	11.7270346146858	11.4140826814329	12.2946232531917	10.979707226995	11.1503997557072	10.9874913782331	12.0338420148881	11.0985616398947	10.2950408058552	11.3570621697192	12.3665605123861	11.6812691165107	10.9926840239843	12.1839911212867	10.8668253091469	11.9322576793534	12.1109565558469	11.2762935701104	11.5788969444396	10.6574307422113	12.1976855131844		12.6457989243446	11.2455521614116	11.5780648538838	10.5701276610185	11.4235578066525	11.2799811731373	12.2590557619211	11.0444729661653	10.5152434472617	11.8508122438483	11.3813825384127	11.4125618223805	10.0309316445874	12.2290201755674		10.7594660233239		11.1909084797723	11.513922068677	12.1594158093234	11.8856684173804	11.4706974970388	ABHD16A
10.6260187693626	12.1635636092383	11.1854235512374	11.276017793628		10.9999909449908	12.0279681744874		10.8198624637165	10.7124577285271	11.7977544563297	11.7305348930535	11.8159769514153	11.0880581693891			12.177228823668	11.6166048122711	11.1902637810129	11.0607940009725	11.9832236246556		11.3880384234155	12.1222989147253			11.1265465082297		10.6376766110922	11.0716882863898	11.4796087089032	11.1723976026017		12.1741834026236	11.4658133793894	11.3210295018262		11.8693099309698	11.0507024059732		11.9750084285541	11.5124440416495	11.9436280492267	11.7721975691173	11.8200576531731		12.2052744033576	ABI1
			10.7880438242378			11.0063482067464	11.0236919436195			10.9390626371797			10.2859859314514					11.18295768088		10.6908319944952			10.5529730371566					10.519869618762			10.0268454478618		11.0691686491637	10.6657709333644			11.1462403607315					11.1401410660712	10.8408418228796	10.9100216349237		10.7596549101263	ABI2
11.6006376976265	11.3783938659382	12.1000418838615	12.8713260625609	11.8286664226302	11.1773913750749	12.134583573095	11.2281781538924	12.6393726212441	11.615439949862	11.7510072756078	12.3855244248995	10.7787407070585	11.9135930471781	11.2079841820453	12.531076612112	11.9012332935897	11.7792658458246	11.3854536092855	12.0107323868227	11.2156709024209	12.7208045633676	11.3196365077511	11.9715184413207	11.5469676721762	11.2777131843069	11.3894558360072	12.6161881743939	11.7422458063386	11.3305556740152	11.5428065701405	12.0408920571413	11.4200203982853	12.5531826103527	11.6575719671833	11.6368357455267	11.4394612746618	12.4409139072141	11.7259789189471	13.1650172113708	11.5191386928865	11.6504661368261	11.4486898544491	12.2394306566162	11.0653215418176	11.486014816947	11.2932139504847	ABI3BP
10.9484823842139	10.8355664474633	10.5036212772859	11.6064670044797	11.2949469892583	11.9870450537636	11.7050353996041	11.2351784730783	10.6299000383697	11.9785823716607	11.9462824500834	11.1590185894279	10.3587438823105	11.5892107968643	11.0964296894838	11.6668396681548	10.7076505731599	11.6205733423529	13.457830411765	11.3975905964311	11.8492652197722	11.7090265445794	11.250458209317	11.938155760621	10.9773226677717	11.7034707872674	11.387079112857	11.3273829477296	11.7559658781874	10.597292603688	11.4032564320833	11.3592656604864	11.5474210460969	11.6952977408919	10.8579243338206	11.2001520537255	11.5470093285578	11.375021392146	10.8106525531712	11.1209787917954	11.0901012029372	11.3872448820464	11.4572579007667	11.4703811678537	11.1454387801169	11.1466879144801	11.4909931256161	ABLIM1
11.1834349291886	11.3267988031529	10.7731080800243	9.09892958852251	11.1450078702673	9.75652530266511	9.22387629759409	10.2018243285372	11.0208580099529	9.35397495754261	8.42371063767289	10.7546888784403	10.649154856386		11.0670279710351	10.1272482178859	8.38066696085785		10.7323305746241	9.15581952867989	9.68213108448422		10.8817028385034	10.6715947030317	9.89673105282633	9.69199302910712	10.7200496738342		10.1179289702591	8.86093032557564	11.1055120908364		10.6341878237541	10.6637415600831	9.77478518149779	9.24694606796573	10.2298296362077	10.6210110018596	9.58278471292241	11.1658875437839	10.9041162900783	10.4435064083108	8.79289703876167	9.44779700060763	10.503303066855	10.6118616645293	10.4211891600535	ABRAXAS2
	9.9946562828034	10.1056413846097		9.25419442156767		11.3788028502733	11.2982362564176	9.39086817265265	10.0549623064894	11.3820157615994		10.6065753772098		10.0565679886439		10.6862262803188	10.3265560436231			11.325799363589		10.3262899678189	9.78548040417671	10.7921351389301		10.4024534098816		9.81523162911225		10.5031847064849	8.14330213665935	10.2486456617662	10.9790398228048	10.6716783939405	10.7875243342312		10.122207785739	10.9902658711186		10.7139287789255	10.2853869820422	10.5670105192989	10.2615578870928	10.928009483264	10.5065026545883	10.9727550883575	ACACB
12.7230595270714	12.5808197218108	11.6332668222996	12.9049141379374	12.7198144602197	12.2245921476519	12.98153383388	12.9729303299304	12.0648679637681	12.3727469534126	12.8991083821752	12.5997554496276	12.2507028857293	12.2433474759729	12.7000782099052	12.8148101296417	12.78610531072	13.0080303429483	12.4974731671214	12.2746582497628	13.0152147640053	12.5608706004353	12.571952061042	11.7016190956819	12.8701044167136	12.9162454808575	13.0100633293308	13.0135204875034	12.8776726344038	12.2782860177698	12.2347166670671	12.606027983837	12.9449159875597	11.4348035942676	12.3108580934765	12.2099691176403	13.0376549090994	12.4314268411665	12.4286458551954	11.7656482508241	12.4504270520305	11.8975295225564	12.4675139735994	12.106863166602	12.929775960551	12.5828807193059	12.545647586276	ACAD10
12.5394570527739	12.5329114984275	12.3562657819017	12.4989811965821	12.3682239711439	12.4257555593848	11.7642469332972	12.7605435277447	12.3858914646911	12.9776227784256	12.4183982771537	12.4393911705481	11.9780197365848	12.3409768746283	12.8338577134454	12.3444280465496	12.7516403330967	12.837882619692	12.9739671317828	12.508993549121	12.62443112729	12.0214939433242	12.7663766062653	12.0428601676792	12.7687198884497	12.6972106816004	12.6849564441717	12.2311768250491	12.8880538242719	12.3392044556436	12.4491681196448	13.0500913192675	12.9277365775651	12.7815012721456	12.8313334876064	12.6191049792148	12.794256274905	12.4933784704761	12.9949985945993	12.9677567127015	12.7756008648988	12.3702678417343	12.5259353414649	12.6044317536509	12.5567754273024	12.646997156892	12.70259616876	ACAD8
11.1672575899195	10.8761036209477	11.3307822865721	11.0975679240899	11.056764420774	11.1004782111098	10.5735181058185	10.7958166967814	11.1760566587014	11.0200354184731	10.8865207448342	10.8393082862725	10.6947822985597	10.9190026435409	11.0069368145102	11.0317505257565	11.5855179163096	10.2712892233374	11.2874296652258	11.1095378623143	11.6089445053636	11.1295093961034	10.8125870767995	11.0046306902531	11.0489657301447	11.105685936416	10.6903232148225	10.7035249998807	10.7026872689692	11.1376849912428	10.8984790796021	11.1026024107504	11.2121576279912	10.9496416894755	10.7866607962663	10.5746168369269	11.284730742075	10.6990553876443	11.5351866277141	10.95448429615	11.0898970781826	11.2083825376189	10.8055021492618	10.5330959906867	11.0666643659385	11.1666060206572	10.0210103053556	ACAD9
13.0055560936294	13.2636897007132	13.139412680614	13.6668083667101	12.8719105273767	13.2763101010337	13.4463244227839	13.5417635740298	13.5123001912703	13.6488595577172	13.5085889866665	13.2729047283555	13.0556886302516	13.6549158655053	12.9609449168533	13.545792761438	13.2748920503228	13.0346816180712	12.9692469050728	13.6990013656087	13.1150433675649	13.4880737639259	13.5307116914268	13.6905529939798	13.1393251083502	13.6668985510655	12.8050680035706	13.4916964192607	13.0128222241398	13.4856354099911	12.7011442184795	13.3186057867206	12.8386127714455	13.116044605873	12.9779563280787	13.1717657503415	13.2722049013539	13.3257268511965	13.0493609822182	12.999904593152	12.9725159879619	13.1542759024714	13.2729820698798	13.4674515182995	13.3384783256863	13.533467392956	13.6862806783938	ACADL
16.5157444796037	16.5359987996032	16.2114431857092	17.0734282003155	16.5725786490011	16.7336401358487	16.1814844173493	17.2878698531356	16.4922188819893	17.2393138093482	16.2191988486	16.7989497558758	16.5798145747278	16.9938512000274	16.5021480766549	17.1922419886131	16.629896157184	17.1725572382139	16.7988054169805	17.3900985198399	16.3866326918881	17.3013799937385	16.3546938357403	17.0185200850116	16.2624770356224	17.5019919353009	16.481238104544	16.5280927318861	16.4968479571512	17.2998528510268	16.2608973835277	16.9856931872703	16.4387784505308	16.1583102886058	16.3902065228549	16.7322580687647	16.9197497706296	16.8294633884316	16.8139092130393	16.3786623035696	16.3704036841675	16.5866954378765	16.6353263885466	16.8600218671814	16.7300998264627	17.0021831359561	16.4748284537943	ACADM
13.9459626154698	13.7229721807977	13.5485456571123	14.057744933439	14.4111525164841	14.5308553473302	12.7991749115287	14.0394418108148	13.9616520960568	14.437130731979	13.4176369968219	13.6986064083399	13.7074266327165	14.0107749678497	14.1933823836613	14.6615785250148	13.4816952705672	14.0454127305896	14.1215816672555	14.1983389157149	13.6121962559685	14.121458870624	14.0792100643281	14.3643304685755	13.7341483070451	14.5247222312072	14.2323810729527	14.0602822624329	13.7898627712501	14.1333498099876	13.9312311848852	14.3321951708664	13.6061951533982	12.6917529760408	13.9112896906424	13.3719607743628	14.4764674147237	13.5081483773755	14.2347900024032	13.7998426745133	13.4086792129615	13.4388376925016	13.7902375096716	13.501679847165	13.7753406646944	13.5856227240231	13.7622012837512	ACADS
10.9536489433726	11.3496081283332	11.5627073863076	11.9438017412819	11.5217070335489	11.9930598438975	11.1534328488362	11.4990005129868	11.9883929529086	12.2181958341646	11.0443992278419	11.4401265893918	11.1962138944124	11.5600078456332	11.481779724965	12.1324417582592	11.2536757177309	11.6121846457702	11.9020111714757	12.4638237434709	11.0665176246946	11.8967993149699	11.5978201987403	11.9489426647346	11.3571191702938	12.025421760778	11.3669456240601	11.2479440860462		11.1594152070104	11.5185860382325	12.1463908270107	11.3164763337796	11.2008055510615	11.5790459635636	11.5338252152057	11.7616657857129	11.6793552643361	11.8483187800535	10.7888436930285	11.1479447627368	11.1004783118766	11.7704883576878	11.3807686258918	11.5173956703378	11.5434932352377	11.7489880217936	ACADSB
16.2439731091954	16.9356409796343	16.1773565829879	16.8154615537537	16.4641697020867	16.7109691466649	16.2996568705195	16.7243581681102	16.3725366697061	16.65700690273	16.6562796654636	16.0863014166159	16.6804900511145	16.7500354681894	16.072771676446	16.0822268573547	16.5167422458824	16.7893071404082	16.6923727286286	16.6241507682177	16.5455157336514	16.9769649487186	16.4971123453849	16.612732573403	16.4622210641469	16.945340312575	17.019900412093	16.7355213071491	16.4024959742687	17.1189937361449	16.6701210922581	17.095438037039	16.2328414401624	16.584660520003	16.486390671627	16.552355044469	16.9316713186317	16.5687757781045	17.0520441399607	15.710468105816	16.8221349585845	16.1822564656308	16.4855311944755	16.6359607625901	16.9060415572152	16.7639990938809	16.3763917728724	ACADVL
15.4775034799562	13.8661163838357	14.5108442417793	13.9440433870488	15.5662040307352	14.5355974945833	14.3910806400793	14.6818521075001	14.8800406108383	14.543872557626	14.6549081353307	13.913176344124	14.1362058339282	14.4183901695575	15.1054518692348	15.163601496992	14.8187594049565	14.735298203811	14.9503105416393	14.3534846793794	14.4895448236029	14.2273628576369	15.3237617681641	14.5214820113841	15.4226096893731	14.9734770648962	14.8998047274356	15.0815972660647	15.0815881464853	14.687630292133	14.7026829376039	14.4589918062141	14.8746038644376	13.0344154967509	15.1012916891325	14.3508119200137	15.2081109923216	14.2843433610068	14.83548060303	15.1503140337491	13.8447006954094	14.7771229690927	13.8619243810157	14.1276944772925	14.4201563411706	14.7136497348387	14.7473981307096	ACAT1
12.4957864358438		12.5942569072083	11.6540342897276	12.572596652435	11.6385778016441	12.5302441679778	11.8105472761312	12.9511940795771	11.1990873907031	12.589314938396	11.4485931664634	12.8582727632826	12.0828508014442	12.8814551516753	12.4057486144552	12.6238749834858	11.7914268551372	12.0966274135627	11.88533463496	12.9532990350585	12.1126811793229	13.1710632206089	11.4521687234095	12.6863624246645	11.8200524388114	12.6342862194711	12.4495405001351	12.1837485123136	12.2149419939586	12.8602979109261	12.1596860110217	12.6761585759627	12.3905250621526	12.5966605654414	11.6537046892216	12.7190709427126	12.68795713207	12.2944807622775	12.0035195036776	13.0306970587752	12.2123193326123	12.4028415989959	12.4912940384196	12.1120694147273	11.604222832145	12.1903912593464	ACE
12.6663493524345	11.8347666370663	12.5363490232579	11.8250131819187	12.5037034940807	12.0492740070001	12.3830390723492	12.0797496420537	12.7753815031278	11.9727660766585	12.0418276915117	11.2758247782048	12.6729425223569	12.2917460943907	12.5747711138685	12.2237842837692	12.4463879574483	11.9954911084676	12.341147432297	11.817632974114	11.8273062025959	12.037291887526	12.4849079993215	12.1339884825621	12.4845259132615	12.0699273425273	12.3008953049092	12.4070579826233	12.3341169330858	12.5263789188486	12.48927261563	11.9607383912041	12.1802644301691	12.2927490859618	12.7336221351051	12.2428430258241	12.4273940795573	12.495624735631	11.956131555045	13.2038459017457	12.1168711528138	13.4109124215417	12.141148372297	12.1764545257409	12.0870601600371	12.2614898866563	11.9052804078659	ACLY
15.0424694579561	15.3137836265606	14.8127447527325	15.1074507739316	15.3611888698322	15.0933799322007	15.0422264873818	14.8481872835008	15.3312805587815	15.4001448317055	15.6348701447394	15.402050812475	15.570718888524	15.5346446385944	15.2712247763595	15.0639499672908	15.4070230656733	15.0898818279266	15.3673527082946	15.2579747757453	15.1285812831467	14.8140120586147	15.1775176850944	14.8409379214957	15.0659362918567	15.366093408805	15.4668349229083	14.9355893175091	15.0198651765356	15.0491221394412	15.2241361814638	15.3487306694329	15.3001753609939	14.6982694630094	15.0006512086575	14.6021508234443	15.5016638494549	14.9381397911196	15.4258946915592	14.592052530037	15.2381728842176	14.9823298167381	15.1419818248699	15.1151860352567	15.0779495873418	14.7440184548456	14.9063698818299	ACO1
19.0569678212339	18.7777356317178	18.2158029844392	19.1615645291769	19.1610991993128	19.0938607667418	18.373074531937	18.8096778121254	18.5453593856549	18.8640034252702	18.7657318059379	18.8919871138583	18.9247425878213	18.8614236066789	18.3972722735026	18.8810602105305	18.7534974288455	18.8478693200266	18.9606878611718	18.9389085235177	18.7098110712285	19.2690459062322	18.9198593662292	18.8214200916122	18.7778002189185	19.4074568300874	19.0435467890275	18.9639508211541	18.9401065252771	18.9599344302872	18.5242657213185	19.0255333972572	18.8998440186294	18.4659167547567	18.7936616447734	18.7056354591151	19.0387975980612	18.5421710425545	18.4857380206575	18.1731236594962	18.6820183332664	18.3134820503058	18.9700396403148	18.7065362806472	18.7483267948756	18.5789899687487	18.8572088667138	ACO2
12.290406157979	13.6551003931489	12.1834588979176	12.1139003063181	12.8614600692055	13.0954897534329	12.5501265779845	12.7588551707301	12.7110004348834	12.7354643249411	13.0589819589276	12.1920166450728	12.6358601046572	12.0770512246665	13.4720146544265	11.591448831534	12.5247606208125	12.6814517950657	12.5846150148313	12.9612865689412	12.8985821784711	11.5674803748449	12.9144221943783	12.6083031886164	12.4403507757468	12.4738947855647	13.1853522847594	12.1325573550175	12.9318670651794	12.8107940868093	13.2893563854882	13.0820652892533	12.5640518210304	12.2335930430849	12.9357333587329	12.7826754212048	12.9695968814743	12.2673984802952	12.9441436679029	12.2350185956252	12.5743815306546	11.7976875887262	12.8779100672803	12.316547672457	13.1717346273689	13.0207637134735	12.7547582879787	ACOT11
13.1495194901116	14.7847181149348	12.5906819845774	14.0824623331759	12.697404758132	14.2347257630768	12.9959639949348	14.1052152513742	12.7033872389847	13.7198465157622	13.9863333858276	15.0616276736921	13.3320944880041	14.0282877690271	12.9563445921922	13.7416414155455	13.1409165156689	13.8274212442023	12.2389591380219	13.6226830491084	13.8327822273853	13.9577838560553	12.9213008806941	14.4027457111625	12.8794481362458	14.432483062502	13.7132200637852	13.7874422546933	11.9739452241099	13.2607844001323	13.351068388609	14.1416667224439	13.2775440509818	14.4158345855082	12.3741385876793	12.6789921260192	13.4703775227957	13.2174976520793	14.4253589060283	13.1629274871479	12.105212522872	11.6733795272862	13.8086695987193	13.8128352152068	14.1586980855917	13.5211873084677	13.5787101927437	ACOT13
	11.5176058334972	12.3624679556406	12.52903970408	11.8003772623876	12.5558381133512	12.8823700980929	11.9506524023702	11.3453649434501	12.8612939193092	13.3772182657111	11.6823432214966	11.1340428821638	13.8101709093845	11.76705657987	12.1176595152347	13.5569667475004	13.7358873793186	12.3484996301391	12.3513973113326	13.4387416586729	13.5415307014512	12.1599500452519	12.9297903529315	10.8864949525538	13.5398407748555	11.3196231985453	12.6568069481892	12.7734166729329	12.3731322931533	11.6657878412839	13.568573949563	12.1346195780239	11.6523402156795	12.9525515874826	13.1046354878608	11.9890280604785	12.6611434171922	12.840274944762	12.6276210099901	11.1812083163792	12.4686908329627	12.3678224877629	13.0660447464525	11.7218958112467	13.070692746219	12.4865813045786	ACOT6
	9.72687738718776		10.2113593961497	9.80930465464439	9.89405306737781	10.5464353682443		10.0247948867629		10.2795844041221		10.4671165349263	9.43921282995327			8.99770217621724	10.3627843151286			9.78885852532926	10.2286429809391	10.1692169657392	10.3660141641321		10.0145437251885				9.69470339643381			9.3782574965035	11.1800488067921	10.1688668335818	10.1879370904647		10.3173849391085	9.6797567183243	10.3240696242039	10.5846294615492	11.536886770593	10.2335451599673	9.90956277295654	10.6577332847218	10.2455271482465	10.901101881566	ACOT7
12.1280615476425	12.6886724799353	11.7030650415404	12.2807244053872	12.0780472395234	12.3628469984373	12.702088514379	12.3814460288773	12.0312693916496	11.9175161993674	12.5913747033532	12.2653674806666	12.2496974174184	12.5561670910886	12.1066236468019	12.3944802751887	12.1298428422564	11.9949414212841	12.0279612991447	12.3535602891338	12.2674416545315	12.118165738946	12.0118350594826	12.3541947836978	11.6076369793198	12.6455985066381	12.2497302620982	11.6476926195702	11.8848968041318	12.4225914749989	12.1858957490433	12.2085306807178	12.1217134175916	12.3093756442066	12.1362249080216	11.7416173914418	12.3837057271482	11.7113954343167	12.3921867142435	12.0639492546939	12.326261257138	11.5907312058296	11.8935840548843	11.8164222327688	12.5394643751792	12.0230923225854	12.1614827752523	ACOT9
11.1384641554754	11.2744332090412		10.16911907642	10.7420533140452	11.4553373348316	10.6049395978594	10.9175964384801		11.062288247204	10.1668645012403	11.3764580598491	10.6903914453453	10.4383447132453		10.8203633785663	11.0803643256777	10.4012454162215	10.7826671666905	10.8966844142129	10.7981784034328	10.8720079497565	10.7394399088189	10.6210260228789	9.79338018277662	10.4344211808242	10.0978802277184	10.9771146304899	11.3069452223144	11.4513568697718	10.4541411111471	10.0825785982873	10.7444418630389	10.7775159433641	9.61112355805788	10.5600363398507			10.2733104729544		11.2256010269459	10.8620104922227	10.1159227687959		11.05326184577	11.3588730024529	10.7137475054636	ACOX1
12.9170041346764	12.2653972283568	12.2157847168653	11.5042627193412	13.0604772953939	11.9804741173341	11.9286907917264	12.3417518859481	13.3540935412812	13.5989217939271	12.9265134116317	12.4597479765554	13.1889348007661	13.0237357726991	12.948800546893	12.5699342936819	13.002975657005	12.9563949920852	11.6569976980483	11.3606374521837	12.4143109219377	12.9387896257337	12.595860519498	11.3618618570734	12.5250228630236	12.4880030039453	12.831376456276	13.2564696778335	14.0471665121947	13.0117786781344	12.7629238999309	12.828496721432	12.7596934391412	12.321849332796	13.5163406792563	13.585528395019	13.3090662067108	13.1231805929979	12.6265563811309	13.4475509139854	11.8971335613276	12.6344355062387	12.6317689553674	13.1752574903198	12.5973594834953	13.2743788665129	13.1438785712636	ACP1
13.1738812383836	13.3033099136367	13.1133413813665	13.7543072917395	13.0785218521163	13.0421965050297	13.0225969716848	13.4569907047664	12.6891419369224	13.5381816758733	13.0779340909023	13.3857714815082	12.8705419549922	13.434862929498	12.9513698170464	13.6087403230824	13.4317632149767	13.5657192515949	13.0711200629485	13.2797631305097	12.9376494634286	13.3265175773345	13.2810363081979	13.1451493168309	13.232927293979	13.6107569679777	12.8521398984616	13.1811268848981	13.2381100408412	13.6369264322187	12.6331987525044	13.6846858979157	13.2388232141396	13.1138634546091	13.4440360763873	13.4747498929531	13.1601744948177	13.3583358422082	13.1244462126109	13.1835142018926	12.9003416836297	13.3719329244421	13.3716050415623	13.5118045976585	12.9927621217497	13.3022688060467	13.0998717488428	ACSF2
